Name,recall ± std,precision ± std,IoU ± std,chunk_size,chunk_overlap,n_results,recall_mean,recall_std,precision_mean,precision_std,iou_mean,iou_std,Created
ChunkSize_300_Overlap_25_RetrieveResults_2,85.24 ± 32.24,5.65 ± 4.37,5.63 ± 4.36,300,25,2,85.24,32.24,5.65,4.37,5.63,4.36,2025-03-31T12:49:24.000Z
ChunkSize_300_Overlap_25_RetrieveResults_3,88.66 ± 28.91,4.06 ± 3.01,4.05 ± 3.01,300,25,3,88.66,28.91,4.06,3.01,4.05,3.01,2025-03-31T12:49:45.000Z
ChunkSize_300_Overlap_25_RetrieveResults_4,92.57 ± 22.84,3.19 ± 2.2,3.19 ± 2.2,300,25,4,92.57,22.84,3.19,2.2,3.19,2.2,2025-03-31T12:50:06.000Z
ChunkSize_300_Overlap_25_RetrieveResults_5,92.57 ± 22.84,2.55 ± 1.75,2.55 ± 1.75,300,25,5,92.57,22.84,2.55,1.75,2.55,1.75,2025-03-31T12:50:27.000Z
ChunkSize_300_Overlap_25_RetrieveResults_6,93.88 ± 20.2,2.15 ± 1.44,2.14 ± 1.44,300,25,6,93.88,20.2,2.15,1.44,2.14,1.44,2025-03-31T12:50:48.000Z
ChunkSize_300_Overlap_25_RetrieveResults_7,94.75 ± 18.99,1.85 ± 1.23,1.85 ± 1.23,300,25,7,94.75,18.99,1.85,1.23,1.85,1.23,2025-03-31T12:51:09.000Z
ChunkSize_300_Overlap_25_RetrieveResults_8,94.75 ± 18.99,1.62 ± 1.07,1.62 ± 1.07,300,25,8,94.75,18.99,1.62,1.07,1.62,1.07,2025-03-31T12:51:35.000Z
ChunkSize_300_Overlap_25_RetrieveResults_9,96.57 ± 14.23,1.47 ± 0.95,1.47 ± 0.95,300,25,9,96.57,14.23,1.47,0.95,1.47,0.95,2025-03-31T12:51:56.000Z
ChunkSize_300_Overlap_25_RetrieveResults_10,96.57 ± 14.23,1.32 ± 0.86,1.32 ± 0.86,300,25,10,96.57,14.23,1.32,0.86,1.32,0.86,2025-03-31T12:52:17.000Z
ChunkSize_350_Overlap_25_RetrieveResults_1,71.8 ± 41.95,8.12 ± 7.91,8.03 ± 7.84,350,25,1,71.8,41.95,8.12,7.91,8.03,7.84,2025-03-31T12:52:38.000Z
ChunkSize_350_Overlap_25_RetrieveResults_2,82.97 ± 34.91,4.85 ± 3.83,4.83 ± 3.82,350,25,2,82.97,34.91,4.85,3.83,4.83,3.82,2025-03-31T12:52:59.000Z
ChunkSize_350_Overlap_25_RetrieveResults_3,86.45 ± 31.73,3.41 ± 2.6,3.4 ± 2.59,350,25,3,86.45,31.73,3.41,2.6,3.4,2.59,2025-03-31T12:53:20.000Z
ChunkSize_350_Overlap_25_RetrieveResults_4,89.43 ± 29.16,2.66 ± 1.92,2.66 ± 1.92,350,25,4,89.43,29.16,2.66,1.92,2.66,1.92,2025-03-31T12:53:47.000Z
ChunkSize_350_Overlap_25_RetrieveResults_5,91.23 ± 27.18,2.18 ± 1.55,2.18 ± 1.55,350,25,5,91.23,27.18,2.18,1.55,2.18,1.55,2025-03-31T12:54:08.000Z
ChunkSize_350_Overlap_25_RetrieveResults_6,91.23 ± 27.18,1.82 ± 1.3,1.82 ± 1.3,350,25,6,91.23,27.18,1.82,1.3,1.82,1.3,2025-03-31T12:54:29.000Z
ChunkSize_350_Overlap_25_RetrieveResults_7,91.74 ± 26.97,1.58 ± 1.11,1.58 ± 1.11,350,25,7,91.74,26.97,1.58,1.11,1.58,1.11,2025-03-31T12:54:50.000Z
ChunkSize_350_Overlap_25_RetrieveResults_8,93.05 ± 24.82,1.4 ± 0.97,1.4 ± 0.96,350,25,8,93.05,24.82,1.4,0.97,1.4,0.96,2025-03-31T12:55:11.000Z
ChunkSize_350_Overlap_25_RetrieveResults_9,93.32 ± 24.78,1.26 ± 0.86,1.26 ± 0.86,350,25,9,93.32,24.78,1.26,0.86,1.26,0.86,2025-03-31T12:55:32.000Z
ChunkSize_350_Overlap_25_RetrieveResults_10,97.27 ± 16.01,1.16 ± 0.74,1.16 ± 0.74,350,25,10,97.27,16.01,1.16,0.74,1.16,0.74,2025-03-31T12:55:53.000Z
ChunkSize_400_Overlap_25_RetrieveResults_1,52.3 ± 48.31,5.41 ± 6.86,5.34 ± 6.69,400,25,1,52.3,48.31,5.41,6.86,5.34,6.69,2025-03-31T12:56:14.000Z
ChunkSize_400_Overlap_25_RetrieveResults_2,64.77 ± 46.15,3.47 ± 3.56,3.46 ± 3.54,400,25,2,64.77,46.15,3.47,3.56,3.46,3.54,2025-03-31T12:56:35.000Z
ChunkSize_400_Overlap_25_RetrieveResults_3,74.46 ± 41.81,2.59 ± 2.3,2.58 ± 2.29,400,25,3,74.46,41.81,2.59,2.3,2.58,2.29,2025-03-31T12:56:56.000Z
ChunkSize_400_Overlap_25_RetrieveResults_4,82.26 ± 36.24,2.14 ± 1.67,2.14 ± 1.66,400,25,4,82.26,36.24,2.14,1.67,2.14,1.66,2025-03-31T12:57:17.000Z
ChunkSize_400_Overlap_25_RetrieveResults_5,87.53 ± 30.76,1.77 ± 1.28,1.77 ± 1.27,400,25,5,87.53,30.76,1.77,1.28,1.77,1.27,2025-03-31T12:57:38.000Z
ChunkSize_400_Overlap_25_RetrieveResults_6,90.16 ± 27.23,1.52 ± 1.05,1.52 ± 1.05,400,25,6,90.16,27.23,1.52,1.05,1.52,1.05,2025-03-31T12:57:59.000Z
ChunkSize_400_Overlap_25_RetrieveResults_7,90.61 ± 27.11,1.32 ± 0.92,1.32 ± 0.92,400,25,7,90.61,27.11,1.32,0.92,1.32,0.92,2025-03-31T12:58:20.000Z
ChunkSize_400_Overlap_25_RetrieveResults_8,90.61 ± 27.11,1.16 ± 0.81,1.16 ± 0.81,400,25,8,90.61,27.11,1.16,0.81,1.16,0.81,2025-03-31T12:58:41.000Z
ChunkSize_400_Overlap_25_RetrieveResults_9,94.55 ± 19.98,1.06 ± 0.7,1.06 ± 0.69,400,25,9,94.55,19.98,1.06,0.7,1.06,0.69,2025-03-31T12:59:02.000Z
ChunkSize_400_Overlap_25_RetrieveResults_10,94.55 ± 19.98,0.96 ± 0.62,0.96 ± 0.62,400,25,10,94.55,19.98,0.96,0.62,0.96,0.62,2025-03-31T12:59:23.000Z
ChunkSize_450_Overlap_25_RetrieveResults_1,54.3 ± 48.16,5.16 ± 6.27,5.11 ± 6.22,450,25,1,54.3,48.16,5.16,6.27,5.11,6.22,2025-03-31T12:59:44.000Z
ChunkSize_450_Overlap_25_RetrieveResults_2,70.12 ± 44.26,3.35 ± 3.2,3.34 ± 3.19,450,25,2,70.12,44.26,3.35,3.2,3.34,3.19,2025-03-31T13:00:05.000Z
ChunkSize_450_Overlap_25_RetrieveResults_3,77.65 ± 40.08,2.4 ± 2.05,2.39 ± 2.04,450,25,3,77.65,40.08,2.4,2.05,2.39,2.04,2025-03-31T13:00:26.000Z
ChunkSize_450_Overlap_25_RetrieveResults_4,84.75 ± 34.57,1.96 ± 1.56,1.96 ± 1.56,450,25,4,84.75,34.57,1.96,1.56,1.96,1.56,2025-03-31T13:00:47.000Z
ChunkSize_450_Overlap_25_RetrieveResults_5,87.38 ± 31.7,1.6 ± 1.22,1.6 ± 1.22,450,25,5,87.38,31.7,1.6,1.22,1.6,1.22,2025-03-31T13:01:13.000Z
ChunkSize_450_Overlap_25_RetrieveResults_6,88.7 ± 30.08,1.34 ± 1.01,1.34 ± 1.01,450,25,6,88.7,30.08,1.34,1.01,1.34,1.01,2025-03-31T13:01:34.000Z
ChunkSize_450_Overlap_25_RetrieveResults_7,89.5 ± 29.55,1.17 ± 0.87,1.17 ± 0.87,450,25,7,89.5,29.55,1.17,0.87,1.17,0.87,2025-03-31T13:01:55.000Z
ChunkSize_450_Overlap_25_RetrieveResults_8,91.13 ± 27.99,1.06 ± 0.79,1.06 ± 0.79,450,25,8,91.13,27.99,1.06,0.79,1.06,0.79,2025-03-31T13:02:16.000Z
ChunkSize_450_Overlap_25_RetrieveResults_9,91.13 ± 27.99,0.94 ± 0.7,0.94 ± 0.7,450,25,9,91.13,27.99,0.94,0.7,0.94,0.7,2025-03-31T13:02:37.000Z
ChunkSize_450_Overlap_25_RetrieveResults_10,92.44 ± 25.95,0.86 ± 0.62,0.86 ± 0.62,450,25,10,92.44,25.95,0.86,0.62,0.86,0.62,2025-03-31T13:02:58.000Z
ChunkSize_500_Overlap_25_RetrieveResults_1,54.98 ± 48.84,4.62 ± 5.68,4.6 ± 5.67,500,25,1,54.98,48.84,4.62,5.68,4.6,5.67,2025-03-31T13:03:19.000Z
ChunkSize_500_Overlap_25_RetrieveResults_2,69.37 ± 45.74,2.87 ± 2.88,2.87 ± 2.88,500,25,2,69.37,45.74,2.87,2.88,2.87,2.88,2025-03-31T13:03:40.000Z
ChunkSize_500_Overlap_25_RetrieveResults_3,72.0 ± 44.54,1.99 ± 1.91,1.99 ± 1.91,500,25,3,72.0,44.54,1.99,1.91,1.99,1.91,2025-03-31T13:04:01.000Z
ChunkSize_500_Overlap_25_RetrieveResults_4,74.63 ± 43.14,1.59 ± 1.51,1.59 ± 1.51,500,25,4,74.63,43.14,1.59,1.51,1.59,1.51,2025-03-31T13:04:22.000Z
ChunkSize_500_Overlap_25_RetrieveResults_5,79.89 ± 39.67,1.35 ± 1.18,1.35 ± 1.18,500,25,5,79.89,39.67,1.35,1.18,1.35,1.18,2025-03-31T13:04:49.000Z
ChunkSize_500_Overlap_25_RetrieveResults_6,82.52 ± 37.54,1.17 ± 0.97,1.17 ± 0.97,500,25,6,82.52,37.54,1.17,0.97,1.17,0.97,2025-03-31T13:05:20.000Z
ChunkSize_500_Overlap_25_RetrieveResults_7,87.79 ± 32.24,1.05 ± 0.81,1.05 ± 0.81,500,25,7,87.79,32.24,1.05,0.81,1.05,0.81,2025-03-31T13:05:41.000Z
ChunkSize_500_Overlap_25_RetrieveResults_8,91.73 ± 26.94,0.95 ± 0.68,0.95 ± 0.68,500,25,8,91.73,26.94,0.95,0.68,0.95,0.68,2025-03-31T13:06:03.000Z
ChunkSize_500_Overlap_25_RetrieveResults_9,93.14 ± 24.79,0.85 ± 0.6,0.85 ± 0.6,500,25,9,93.14,24.79,0.85,0.6,0.85,0.6,2025-03-31T13:06:24.000Z
ChunkSize_500_Overlap_25_RetrieveResults_10,93.14 ± 24.79,0.76 ± 0.54,0.76 ± 0.54,500,25,10,93.14,24.79,0.76,0.54,0.76,0.54,2025-03-31T13:06:45.000Z
ChunkSize_550_Overlap_25_RetrieveResults_1,38.73 ± 45.37,3.6 ± 5.19,3.54 ± 5.12,550,25,1,38.73,45.37,3.6,5.19,3.54,5.12,2025-03-31T13:07:06.000Z
ChunkSize_550_Overlap_25_RetrieveResults_2,55.38 ± 47.06,2.38 ± 2.65,2.36 ± 2.64,550,25,2,55.38,47.06,2.38,2.65,2.36,2.64,2025-03-31T13:07:32.000Z
ChunkSize_550_Overlap_25_RetrieveResults_3,62.49 ± 46.03,1.68 ± 1.72,1.68 ± 1.71,550,25,3,62.49,46.03,1.68,1.72,1.68,1.71,2025-03-31T13:07:58.000Z
ChunkSize_550_Overlap_25_RetrieveResults_4,69.59 ± 43.85,1.35 ± 1.27,1.35 ± 1.27,550,25,4,69.59,43.85,1.35,1.27,1.35,1.27,2025-03-31T13:08:19.000Z
ChunkSize_550_Overlap_25_RetrieveResults_5,72.97 ± 42.56,1.14 ± 1.04,1.13 ± 1.04,550,25,5,72.97,42.56,1.14,1.04,1.13,1.04,2025-03-31T13:08:40.000Z
ChunkSize_550_Overlap_25_RetrieveResults_6,75.6 ± 41.03,0.97 ± 0.85,0.97 ± 0.85,550,25,6,75.6,41.03,0.97,0.85,0.97,0.85,2025-03-31T13:09:01.000Z
ChunkSize_550_Overlap_25_RetrieveResults_7,76.92 ± 40.18,0.84 ± 0.72,0.83 ± 0.72,550,25,7,76.92,40.18,0.84,0.72,0.83,0.72,2025-03-31T13:09:22.000Z
ChunkSize_550_Overlap_25_RetrieveResults_8,79.53 ± 38.32,0.74 ± 0.62,0.74 ± 0.62,550,25,8,79.53,38.32,0.74,0.62,0.74,0.62,2025-03-31T13:09:49.000Z
ChunkSize_550_Overlap_25_RetrieveResults_9,81.17 ± 37.33,0.68 ± 0.58,0.68 ± 0.58,550,25,9,81.17,37.33,0.68,0.58,0.68,0.58,2025-03-31T13:10:09.000Z
ChunkSize_550_Overlap_25_RetrieveResults_10,82.55 ± 36.21,0.62 ± 0.52,0.62 ± 0.52,550,25,10,82.55,36.21,0.62,0.52,0.62,0.52,2025-03-31T13:10:30.000Z
ChunkSize_600_Overlap_25_RetrieveResults_1,42.56 ± 48.27,2.37 ± 3.21,2.35 ± 3.18,600,25,1,42.56,48.27,2.37,3.21,2.35,3.18,2025-03-31T13:10:52.000Z
ChunkSize_600_Overlap_25_RetrieveResults_2,52.4 ± 49.25,1.57 ± 1.9,1.57 ± 1.9,600,25,2,52.4,49.25,1.57,1.9,1.57,1.9,2025-03-31T13:11:18.000Z
ChunkSize_600_Overlap_25_RetrieveResults_3,61.7 ± 47.98,1.26 ± 1.39,1.26 ± 1.39,600,25,3,61.7,47.98,1.26,1.39,1.26,1.39,2025-03-31T13:11:39.000Z
ChunkSize_600_Overlap_25_RetrieveResults_4,64.89 ± 47.43,1.0 ± 1.04,1.0 ± 1.04,600,25,4,64.89,47.43,1.0,1.04,1.0,1.04,2025-03-31T13:12:00.000Z
ChunkSize_600_Overlap_25_RetrieveResults_5,70.16 ± 45.44,0.91 ± 0.92,0.91 ± 0.92,600,25,5,70.16,45.44,0.91,0.92,0.91,0.92,2025-03-31T13:12:21.000Z
ChunkSize_600_Overlap_25_RetrieveResults_6,74.1 ± 43.48,0.8 ± 0.75,0.8 ± 0.75,600,25,6,74.1,43.48,0.8,0.75,0.8,0.75,2025-03-31T13:12:42.000Z
ChunkSize_600_Overlap_25_RetrieveResults_7,76.74 ± 41.91,0.71 ± 0.64,0.71 ± 0.64,600,25,7,76.74,41.91,0.71,0.64,0.71,0.64,2025-03-31T13:13:00.000Z
ChunkSize_600_Overlap_25_RetrieveResults_8,81.58 ± 38.77,0.67 ± 0.6,0.67 ± 0.6,600,25,8,81.58,38.77,0.67,0.6,0.67,0.6,2025-03-31T13:13:21.000Z
ChunkSize_600_Overlap_25_RetrieveResults_9,85.53 ± 35.18,0.64 ± 0.53,0.64 ± 0.53,600,25,9,85.53,35.18,0.64,0.53,0.64,0.53,2025-03-31T13:13:42.000Z
ChunkSize_600_Overlap_25_RetrieveResults_10,85.53 ± 35.18,0.57 ± 0.48,0.57 ± 0.48,600,25,10,85.53,35.18,0.57,0.48,0.57,0.48,2025-03-31T13:14:03.000Z
ChunkSize_50_Overlap_50_RetrieveResults_1,,,,50,50,1,,,,,,,2025-03-31T13:14:24.000Z
ChunkSize_50_Overlap_50_RetrieveResults_2,,,,50,50,2,,,,,,,2025-03-31T13:14:40.000Z
ChunkSize_50_Overlap_50_RetrieveResults_3,,,,50,50,3,,,,,,,2025-03-31T13:14:55.000Z
ChunkSize_50_Overlap_50_RetrieveResults_4,,,,50,50,4,,,,,,,2025-03-31T13:15:11.000Z
ChunkSize_50_Overlap_50_RetrieveResults_5,,,,50,50,5,,,,,,,2025-03-31T13:15:27.000Z
ChunkSize_50_Overlap_50_RetrieveResults_6,,,,50,50,6,,,,,,,2025-03-31T13:15:43.000Z
ChunkSize_50_Overlap_50_RetrieveResults_7,,,,50,50,7,,,,,,,2025-03-31T13:15:59.000Z
ChunkSize_50_Overlap_50_RetrieveResults_8,,,,50,50,8,,,,,,,2025-03-31T13:16:20.000Z
ChunkSize_50_Overlap_50_RetrieveResults_9,,,,50,50,9,,,,,,,2025-03-31T13:16:41.000Z
ChunkSize_50_Overlap_50_RetrieveResults_10,,,,50,50,10,,,,,,,2025-03-31T13:16:56.000Z
ChunkSize_100_Overlap_50_RetrieveResults_1,62.56 ± 42.18,22.25 ± 18.86,20.62 ± 17.45,100,50,1,62.56,42.18,22.25,18.86,20.62,17.45,2025-03-31T13:17:12.000Z
ChunkSize_100_Overlap_50_RetrieveResults_2,75.39 ± 37.84,14.29 ± 10.84,13.81 ± 10.15,100,50,2,75.39,37.84,14.29,10.84,13.81,10.15,2025-03-31T13:17:35.000Z
ChunkSize_100_Overlap_50_RetrieveResults_3,79.84 ± 34.58,10.26 ± 7.55,10.05 ± 7.21,100,50,3,79.84,34.58,10.26,7.55,10.05,7.21,2025-03-31T13:18:01.000Z
ChunkSize_100_Overlap_50_RetrieveResults_4,82.38 ± 33.88,8.2 ± 6.8,8.16 ± 6.8,100,50,4,82.38,33.88,8.2,6.8,8.16,6.8,2025-03-31T13:18:27.000Z
ChunkSize_100_Overlap_50_RetrieveResults_5,85.66 ± 31.56,6.84 ± 5.41,6.82 ± 5.4,100,50,5,85.66,31.56,6.84,5.41,6.82,5.4,2025-03-31T13:18:48.000Z
ChunkSize_100_Overlap_50_RetrieveResults_6,89.89 ± 25.78,6.0 ± 4.35,5.98 ± 4.35,100,50,6,89.89,25.78,6.0,4.35,5.98,4.35,2025-03-31T13:19:09.000Z
ChunkSize_100_Overlap_50_RetrieveResults_7,93.66 ± 20.29,5.38 ± 3.68,5.37 ± 3.68,100,50,7,93.66,20.29,5.38,3.68,5.37,3.68,2025-03-31T13:19:30.000Z
ChunkSize_100_Overlap_50_RetrieveResults_8,96.21 ± 15.63,4.92 ± 3.31,4.92 ± 3.31,100,50,8,96.21,15.63,4.92,3.31,4.92,3.31,2025-03-31T13:19:51.000Z
ChunkSize_100_Overlap_50_RetrieveResults_9,96.21 ± 15.63,4.38 ± 2.95,4.38 ± 2.95,100,50,9,96.21,15.63,4.38,2.95,4.38,2.95,2025-03-31T13:20:12.000Z
ChunkSize_100_Overlap_50_RetrieveResults_10,96.47 ± 15.53,3.96 ± 2.66,3.95 ± 2.66,100,50,10,96.47,15.53,3.96,2.66,3.95,2.66,2025-03-31T13:20:33.000Z
ChunkSize_150_Overlap_50_RetrieveResults_1,57.37 ± 42.68,15.28 ± 14.22,14.25 ± 13.05,150,50,1,57.37,42.68,15.28,14.22,14.25,13.05,2025-03-31T13:20:55.000Z
ChunkSize_150_Overlap_50_RetrieveResults_2,73.15 ± 39.54,9.81 ± 7.99,9.61 ± 7.76,150,50,2,73.15,39.54,9.81,7.99,9.61,7.76,2025-03-31T13:21:10.000Z
ChunkSize_150_Overlap_50_RetrieveResults_3,83.79 ± 32.92,7.91 ± 6.24,7.88 ± 6.23,150,50,3,83.79,32.92,7.91,6.24,7.88,6.23,2025-03-31T13:21:31.000Z
ChunkSize_150_Overlap_50_RetrieveResults_4,86.0 ± 31.33,6.06 ± 4.65,6.04 ± 4.65,150,50,4,86.0,31.33,6.06,4.65,6.04,4.65,2025-03-31T13:21:52.000Z
ChunkSize_150_Overlap_50_RetrieveResults_5,87.56 ± 29.34,4.9 ± 3.67,4.89 ± 3.67,150,50,5,87.56,29.34,4.9,3.67,4.89,3.67,2025-03-31T13:22:18.000Z
ChunkSize_150_Overlap_50_RetrieveResults_6,92.41 ± 22.53,4.29 ± 2.96,4.28 ± 2.96,150,50,6,92.41,22.53,4.29,2.96,4.28,2.96,2025-03-31T13:22:39.000Z
ChunkSize_150_Overlap_50_RetrieveResults_7,92.97 ± 22.32,3.73 ± 2.62,3.73 ± 2.62,150,50,7,92.97,22.32,3.73,2.62,3.73,2.62,2025-03-31T13:23:00.000Z
ChunkSize_150_Overlap_50_RetrieveResults_8,94.8 ± 19.6,3.33 ± 2.26,3.33 ± 2.26,150,50,8,94.8,19.6,3.33,2.26,3.33,2.26,2025-03-31T13:23:21.000Z
ChunkSize_150_Overlap_50_RetrieveResults_9,96.12 ± 16.26,2.99 ± 1.99,2.99 ± 1.99,150,50,9,96.12,16.26,2.99,1.99,2.99,1.99,2025-03-31T13:23:42.000Z
ChunkSize_150_Overlap_50_RetrieveResults_10,96.12 ± 16.26,2.69 ± 1.79,2.69 ± 1.79,150,50,10,96.12,16.26,2.69,1.79,2.69,1.79,2025-03-31T13:24:04.000Z
ChunkSize_200_Overlap_50_RetrieveResults_1,72.22 ± 39.79,13.77 ± 10.49,13.36 ± 10.11,200,50,1,72.22,39.79,13.77,10.49,13.36,10.11,2025-03-31T13:24:25.000Z
ChunkSize_200_Overlap_50_RetrieveResults_2,82.6 ± 31.94,8.44 ± 6.45,8.37 ± 6.42,200,50,2,82.6,31.94,8.44,6.45,8.37,6.42,2025-03-31T13:24:46.000Z
ChunkSize_200_Overlap_50_RetrieveResults_3,91.35 ± 22.15,6.26 ± 4.56,6.25 ± 4.56,200,50,3,91.35,22.15,6.26,4.56,6.25,4.56,2025-03-31T13:25:12.000Z
ChunkSize_200_Overlap_50_RetrieveResults_4,93.4 ± 20.95,4.81 ± 3.41,4.81 ± 3.41,200,50,4,93.4,20.95,4.81,3.41,4.81,3.41,2025-03-31T13:25:33.000Z
ChunkSize_200_Overlap_50_RetrieveResults_5,94.08 ± 20.3,3.88 ± 2.72,3.88 ± 2.72,200,50,5,94.08,20.3,3.88,2.72,3.88,2.72,2025-03-31T13:25:54.000Z
ChunkSize_200_Overlap_50_RetrieveResults_6,96.71 ± 13.16,3.31 ± 2.21,3.31 ± 2.21,200,50,6,96.71,13.16,3.31,2.21,3.31,2.21,2025-03-31T13:26:15.000Z
ChunkSize_200_Overlap_50_RetrieveResults_7,97.41 ± 11.87,2.85 ± 1.88,2.85 ± 1.88,200,50,7,97.41,11.87,2.85,1.88,2.85,1.88,2025-03-31T13:26:36.000Z
ChunkSize_200_Overlap_50_RetrieveResults_8,97.41 ± 11.87,2.5 ± 1.65,2.49 ± 1.65,200,50,8,97.41,11.87,2.5,1.65,2.49,1.65,2025-03-31T13:26:58.000Z
ChunkSize_200_Overlap_50_RetrieveResults_9,97.64 ± 11.75,2.22 ± 1.47,2.22 ± 1.47,200,50,9,97.64,11.75,2.22,1.47,2.22,1.47,2025-03-31T13:27:19.000Z
ChunkSize_200_Overlap_50_RetrieveResults_10,97.64 ± 11.75,2.01 ± 1.32,2.01 ± 1.32,200,50,10,97.64,11.75,2.01,1.32,2.01,1.32,2025-03-31T13:27:40.000Z
ChunkSize_250_Overlap_50_RetrieveResults_1,71.91 ± 42.08,11.71 ± 10.71,11.53 ± 10.46,250,50,1,71.91,42.08,11.71,10.71,11.53,10.46,2025-03-31T13:28:01.000Z
ChunkSize_250_Overlap_50_RetrieveResults_2,88.71 ± 28.54,7.39 ± 5.65,7.37 ± 5.66,250,50,2,88.71,28.54,7.39,5.65,7.37,5.66,2025-03-31T13:28:22.000Z
ChunkSize_250_Overlap_50_RetrieveResults_3,91.85 ± 23.03,5.07 ± 3.64,5.07 ± 3.65,250,50,3,91.85,23.03,5.07,3.64,5.07,3.65,2025-03-31T13:28:43.000Z
ChunkSize_250_Overlap_50_RetrieveResults_4,94.03 ± 20.98,3.92 ± 2.74,3.92 ± 2.74,250,50,4,94.03,20.98,3.92,2.74,3.92,2.74,2025-03-31T13:29:09.000Z
ChunkSize_250_Overlap_50_RetrieveResults_5,96.27 ± 17.03,3.2 ± 2.15,3.2 ± 2.15,250,50,5,96.27,17.03,3.2,2.15,3.2,2.15,2025-03-31T13:29:35.000Z
ChunkSize_250_Overlap_50_RetrieveResults_6,97.58 ± 12.9,2.7 ± 1.77,2.7 ± 1.77,250,50,6,97.58,12.9,2.7,1.77,2.7,1.77,2025-03-31T13:29:56.000Z
ChunkSize_250_Overlap_50_RetrieveResults_7,98.02 ± 12.39,2.32 ± 1.52,2.32 ± 1.52,250,50,7,98.02,12.39,2.32,1.52,2.32,1.52,2025-03-31T13:30:17.000Z
ChunkSize_250_Overlap_50_RetrieveResults_8,98.02 ± 12.39,2.03 ± 1.33,2.03 ± 1.33,250,50,8,98.02,12.39,2.03,1.33,2.03,1.33,2025-03-31T13:30:38.000Z
ChunkSize_250_Overlap_50_RetrieveResults_9,99.42 ± 5.01,1.82 ± 1.16,1.82 ± 1.16,250,50,9,99.42,5.01,1.82,1.16,1.82,1.16,2025-03-31T13:30:59.000Z
ChunkSize_250_Overlap_50_RetrieveResults_10,99.42 ± 5.01,1.64 ± 1.05,1.64 ± 1.05,250,50,10,99.42,5.01,1.64,1.05,1.64,1.05,2025-03-31T13:31:20.000Z
ChunkSize_300_Overlap_50_RetrieveResults_1,67.9 ± 43.88,8.87 ± 8.05,8.73 ± 8.02,300,50,1,67.9,43.88,8.87,8.05,8.73,8.02,2025-03-31T13:31:41.000Z
ChunkSize_300_Overlap_50_RetrieveResults_2,87.33 ± 31.12,6.02 ± 4.59,6.01 ± 4.58,300,50,2,87.33,31.12,6.02,4.59,6.01,4.58,2025-03-31T13:32:24.000Z
ChunkSize_300_Overlap_50_RetrieveResults_3,91.48 ± 25.5,4.21 ± 3.03,4.2 ± 3.03,300,50,3,91.48,25.5,4.21,3.03,4.2,3.03,2025-03-31T13:32:56.000Z
ChunkSize_300_Overlap_50_RetrieveResults_4,94.76 ± 20.01,3.24 ± 2.23,3.24 ± 2.23,300,50,4,94.76,20.01,3.24,2.23,3.24,2.23,2025-03-31T13:33:32.000Z
ChunkSize_300_Overlap_50_RetrieveResults_5,96.36 ± 16.64,2.62 ± 1.77,2.62 ± 1.77,300,50,5,96.36,16.64,2.62,1.77,2.62,1.77,2025-03-31T13:33:59.000Z
ChunkSize_300_Overlap_50_RetrieveResults_6,99.44 ± 3.43,2.24 ± 1.43,2.24 ± 1.43,300,50,6,99.44,3.43,2.24,1.43,2.24,1.43,2025-03-31T13:34:20.000Z
ChunkSize_300_Overlap_50_RetrieveResults_7,99.44 ± 3.43,1.93 ± 1.23,1.93 ± 1.23,300,50,7,99.44,3.43,1.93,1.23,1.93,1.23,2025-03-31T13:34:41.000Z
ChunkSize_300_Overlap_50_RetrieveResults_8,99.44 ± 3.43,1.68 ± 1.07,1.68 ± 1.07,300,50,8,99.44,3.43,1.68,1.07,1.68,1.07,2025-03-31T13:35:02.000Z
ChunkSize_300_Overlap_50_RetrieveResults_9,99.44 ± 3.43,1.5 ± 0.95,1.5 ± 0.95,300,50,9,99.44,3.43,1.5,0.95,1.5,0.95,2025-03-31T13:35:23.000Z
ChunkSize_300_Overlap_50_RetrieveResults_10,99.44 ± 3.43,1.35 ± 0.86,1.35 ± 0.86,300,50,10,99.44,3.43,1.35,0.86,1.35,0.86,2025-03-31T13:35:49.000Z
ChunkSize_350_Overlap_50_RetrieveResults_1,71.83 ± 41.25,8.33 ± 7.54,8.24 ± 7.49,350,50,1,71.83,41.25,8.33,7.54,8.24,7.49,2025-03-31T13:36:16.000Z
ChunkSize_350_Overlap_50_RetrieveResults_2,79.35 ± 36.69,4.71 ± 4.0,4.69 ± 4.0,350,50,2,79.35,36.69,4.71,4.0,4.69,4.0,2025-03-31T13:36:37.000Z
ChunkSize_350_Overlap_50_RetrieveResults_3,83.3 ± 33.14,3.31 ± 2.61,3.3 ± 2.61,350,50,3,83.3,33.14,3.31,2.61,3.3,2.61,2025-03-31T13:36:57.000Z
ChunkSize_350_Overlap_50_RetrieveResults_4,86.55 ± 30.27,2.56 ± 1.92,2.56 ± 1.92,350,50,4,86.55,30.27,2.56,1.92,2.56,1.92,2025-03-31T13:37:19.000Z
ChunkSize_350_Overlap_50_RetrieveResults_5,90.09 ± 26.4,2.17 ± 1.61,2.17 ± 1.61,350,50,5,90.09,26.4,2.17,1.61,2.17,1.61,2025-03-31T13:37:40.000Z
ChunkSize_350_Overlap_50_RetrieveResults_6,92.82 ± 21.9,1.86 ± 1.3,1.86 ± 1.31,350,50,6,92.82,21.9,1.86,1.3,1.86,1.31,2025-03-31T13:38:00.000Z
